3.25 31 15 120 5 110 4 206 3 269 6 252 109 280 11 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 
3.75 7 4 32 7 188 4 426 4 478 8 455 308 298 6 216 160 147 5 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 
4.25 3 4 0 0 98 3 328 6 345 4 273 3 189 4 156 3 159 4 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 
4.75 2277 2262 41 56 15 7 145 2 206 2 226 2 202 3 133 2 119 3 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 
5.25 2081 2302 0 0 0 0 16 5 120 2 95 2 94 3 81 3 79 2 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 
