3.25 333834 0 200953 0 119524 0 69680 0 39410 0 20768 0 9774 0 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 
3.75 159558 0 96930 0 58376 0 35392 0 20877 0 12778 0 7470 0 4231 0 2409 0 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 
4.25 158284 0 96112 0 57542 0 35265 0 21509 0 12672 0 7621 0 4658 0 2717 0 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 
4.75 236371 0 143208 0 87245 0 52515 0 31667 0 19401 0 11656 0 7122 0 4303 0 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 
5.25 160015 0 96140 0 58446 0 35355 0 21616 0 13292 0 7903 0 4641 0 2853 0 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 -1 -10 
