3.025 0 0 80 33 157 22 126 11 45 24 4 2 4 2 -1 -10 -1 -10 -1 -10 
3.475 0 0 177 16 441 24 315 19 182 17 70 12 63 32 4 9 2 1 -1 -10 
3.925 0 0 215 17 517 32 379 26 299 28 179 16 121 4 55 28 42 6 -1 -10 
4.375 0 0 125 12 292 10 303 7 201 12 142 15 75 35 45 3 27 8 -1 -10 
4.825 0 0 65 3 216 4 261 5 168 3 108 12 67 6 46 3 25 1 -1 -10 
5.275 0 0 26 7 114 4 127 8 117 2 65 3 52 7 27 12 13 10 -1 -10 
