3.025 19060100 0 9580300 0 4706700 0 2172900 0 911200 0 332600 0 89600 0 -1 -10 -1 -10 -1 -10 
3.475 6363200 0 3256900 0 1671900 0 823800 0 416400 0 213400 0 95700 0 42000 0 15300 0 -1 -10 
3.925 19021100 0 10306700 0 5597900 0 3050100 0 1642900 0 859900 0 466000 0 241000 0 123400 0 -1 -10 
4.375 15302800 0 7230600 0 3457400 0 1631600 0 798700 0 383400 0 174400 0 82000 0 35600 0 -1 -10 
4.825 34822500 0 16778900 0 8035200 0 3861400 0 1837800 0 884400 0 415100 0 200600 0 96800 0 -1 -10 
5.275 23938700 0 11843800 0 5854100 0 2898700 0 1424600 0 710600 0 350200 0 174200 0 82300 0 -1 -10 
