3.025 14 0 24738 0 52402 0 27122 0 10151 0 2697 0 387 0 -1 -10 -1 -10 -1 -10 
3.475 23 0 7109 0 17792 0 12041 0 6417 0 3112 0 1510 0 653 0 241 0 -1 -10 
3.925 44 0 13328 0 38867 0 33397 0 22174 0 13123 0 7663 0 4367 0 2402 0 -1 -10 
4.375 20 0 4971 0 14786 0 13769 0 8399 0 5099 0 2971 0 1793 0 1240 0 -1 -10 
4.825 14 0 5222 0 19189 0 19011 0 13536 0 7913 0 5009 0 3196 0 2190 0 -1 -10 
5.275 2 0 2117 0 7122 0 8284 0 6262 0 4082 0 2503 0 1509 0 1074 0 -1 -10 
